Question,Answer,URL,ms.service,keywords
是否可以在 Azure 中设置自己的 VPN 服务器，并使用它连接到本地网络？,可以在 Azure 中设置自己的 VPN 服务器，并使用它连接到本地网络。可以在 Azure 中部署自己的 VPN 网关或服务器，可以从 Azure 应用商店部署，也可以通过创建自己的 VPN 路由器部署。 需要在虚拟网络中配置用户定义的路由，确保流量在本地网络和虚拟网络子网之间正确路由。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
Azure VPN 隧道是否共享带宽？,Azure 虚拟网络的所有 VPN 隧道共享 Azure VPN 网关上的可用带宽，以及 Azure 中的相同 VPN 网关运行时间 SLA。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
可以将 VNet 到 VNet 连接与多站点连接一起使用吗, 虚拟网络连接可与多站点 VPN 同时使用。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
能否将 VNet 到 VNet 连接与多站点连接一起使用？, 虚拟网络连接可与多站点 VPN 同时使用。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
虚拟网络连接可与多站点 VPN 同时使用吗？, 虚拟网络连接可与多站点 VPN 同时使用。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
Azure VPN 网关是否可以配置强制隧道？,Azure VPN 网关可以配置强制隧道。请参阅[配置强制隧道](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-forced-tunneling)。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
可以将点到站点 VPN 用于具有多个 VPN 隧道的 Azure 虚拟网络吗,可以将点到站点 (P2S) VPN 用于连接到多个本地站点的 VPN 网关和其他虚拟网络。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
能否将点到站点 VPN 用于具有多个 VPN 隧道的虚拟网络？,可以将点到站点 (P2S) VPN 用于连接到多个本地站点的 VPN 网关和其他虚拟网络。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
如何指定通过 VPN 网关的流量？,"Resource Manager 部署模型
  *   PowerShell：使用""AddressPrefix""指定本地网络网关的流量。
  *   Azure 门户：导航到""本地网关"">""配置"">""地址空间""。
经典部署模型
  *  Azure 门户：导航到""经典虚拟网络"">""VPN 连接"">""站点到站点 VPN 连接"">""本地站点名称"">""本地站点"">""客户端地址空间""。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
如何使用跨界连接连接位于Azure 虚拟网络中的虚拟机？,"有几个选择。 如果为 VM 启用了 RDP，则可使用专用 IP 地址连接到虚拟机。 在这种情况下，需要指定要连接到的专用 IP 地址和端口（通常为 3389）。 需要配置用于流量的虚拟机端口。
也可以使用位于同一虚拟网络中的另一个虚拟机的专用 IP 地址连接到虚拟机。 如果要从虚拟网络外部的位置进行连接，则无法使用专用 IP 地址 RDP 到虚拟机。 例如，如果配置了点到站点虚拟网络，并且未从计算机建立连接，则无法通过专用 IP 地址连接到虚拟机。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
如果虚拟机位于虚拟网络中，而连接是跨界连接，应如何连接到该 VM？,"有几个选择。 如果为 VM 启用了 RDP，则可使用专用 IP 地址连接到虚拟机。 在这种情况下，需要指定要连接到的专用 IP 地址和端口（通常为 3389）。 需要配置用于流量的虚拟机端口。
也可以使用位于同一虚拟网络中的另一个虚拟机的专用 IP 地址连接到虚拟机。 如果要从虚拟网络外部的位置进行连接，则无法使用专用 IP 地址 RDP 到虚拟机。 例如，如果配置了点到站点虚拟网络，并且未从计算机建立连接，则无法通过专用 IP 地址连接到虚拟机。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
在哪里可以找到 VPN 设备配置设置？,"请参阅以下链接，了解配置信息：
*   有关兼容 VPN 设备的信息，请参阅 [VPN 设备](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices)。
*   在配置 VPN 设备之前，对于要使用的 VPN 设备，请查看是否存在任何[已知的设备兼容性问题](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices#known)。
*   有关设备配置设置的链接，请参阅[已验证的 VPN 设备](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices#devicetable)。 我们会尽力提供各种设备配置链接。 如需最新的配置信息，最好是咨询设备制造商。 我们提供的列表会显示已测试的版本。 如果你的 OS 不在该列表中，则仍有可能版本是兼容的。 请与设备制造商联系以验证 VPN 设备的 OS 版本是否兼容。
*   有关 VPN 设备配置的概述，请参阅[第三方 VPN 设备配置概述](https://docs.azure.cn/vpn-gateway/vpn-gateway-3rdparty-device-config-overview)。
*   若要了解如何编辑设备配置示例，请参阅[编辑示例](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices#editing)。
*   有关加密要求的信息，请参阅[关于加密要求和 Azure VPN 网关](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-compliance-crypto)。
*   有关 IPsec/IKE 参数的信息，请参阅[关于用于站点到站点 VPN 网关连接的 VPN 设备和 IPsec/IKE 参数](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices#ipsec)。 除了完成配置所需的其他参数信息外，此链接还显示有关 IKE 版本、Diffie-Hellman 组、身份验证方法、加密和哈希算法、SA 生存期、PFS 和 DPD 的信息。
*   有关 IPsec/IKE 策略的配置步骤，请参阅[配置用于 S2S VPN 或 VNet 到 VNet 连接的 IPsec/IKE 策略](https://docs.azure.cn/vpn-gateway/vpn-gateway-ipsecikepolicy-rm-powershell)。
*   若要连接多个基于策略的 VPN 设备，请参阅[使用 PowerShell 将 Azure VPN 网关连接到多个基于策略的本地 VPN 设备](https://docs.azure.cn/vpn-gateway/vpn-gateway-connect-multiple-policybased-rm-ps)。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
Azure VPN 网关上的某些端口为什么处于打开状态？,"这些端口是进行 Azure 基础结构通信所必需的。 它们受 Azure 证书的保护（处于锁定状态）。 如果没有适当的证书，外部实体（包括这些网关的客户）将无法对这些终结点施加任何影响。
VPN 网关基本上是一个多宿主设备，其中一个 NIC 进入客户专用网络，另一个 NIC 面向公共网络。 因合规性原因，Azure 基础结构实体无法进入客户专用网络，因此需利用公共终结点进行基础结构通信。 Azure 安全审核会定期扫描公共终结点。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
我的 VPN 网关上的某些端口为何处于打开状态？,"这些端口是进行 Azure 基础结构通信所必需的。 它们受 Azure 证书的保护（处于锁定状态）。 如果没有适当的证书，外部实体（包括这些网关的客户）将无法对这些终结点施加任何影响。
VPN 网关基本上是一个多宿主设备，其中一个 NIC 进入客户专用网络，另一个 NIC 面向公共网络。 因合规性原因，Azure 基础结构实体无法进入客户专用网络，因此需利用公共终结点进行基础结构通信。 Azure 安全审核会定期扫描公共终结点。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
VPN 隧道如何进行身份验证？,Azure VPN 使用 PSK（预共享密钥）身份验证。 我们在创建 VPN 隧道时生成一个预共享密钥 (PSK)。 可以使用设置预共享密钥 PowerShell cmdlet 或 REST API 会自动生成的 PSK 更改成自己的 PSK。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
可以从一个虚拟网络连接到多个站点吗,"可以使用 Windows PowerShell 和 Azure REST API 连接到多个站点。 请参阅 [多站点与 VNet 到 VNet 连接](https://docs.azure.cn/vpn-gateway/#V2VMulti) 的""常见问题""部分。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
是否可以从一个虚拟网络连接到多个站点？,"可以使用 Windows PowerShell 和 Azure REST API 连接到多个站点。 请参阅 [多站点与 VNet 到 VNet 连接](https://docs.azure.cn/vpn-gateway/#V2VMulti) 的""常见问题""部分。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
什么是基于策略的（静态路由）网关？,基于策略的网关实施基于策略的 VPN。 基于策略的 VPN 会根据本地网络和 Azure VNet 之间的地址前缀的各种组合，加密数据包并引导其通过 IPsec 隧道。 通常会在 VPN 配置中将策略（或流量选择器）定义为访问列表。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
静态路由网关是什么？,基于策略的网关实施基于策略的 VPN。 基于策略的 VPN 会根据本地网络和 Azure VNet 之间的地址前缀的各种组合，加密数据包并引导其通过 IPsec 隧道。 通常会在 VPN 配置中将策略（或流量选择器）定义为访问列表。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
什么是动态路由网关？,"基于路由的网关可实施基于路由的 VPN。 基于路由的 VPN 使用 IP 转发或路由表中的""路由""将数据包引导到相应的隧道接口中。 然后，隧道接口会加密或解密出入隧道的数据包。 基于路由的 VPN 的策略或流量选择器配置为任意到任意（或通配符）。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
什么是基于路由的（动态路由）网关？,"基于路由的网关可实施基于路由的 VPN。 基于路由的 VPN 使用 IP 转发或路由表中的""路由""将数据包引导到相应的隧道接口中。 然后，隧道接口会加密或解密出入隧道的数据包。 基于路由的 VPN 的策略或流量选择器配置为任意到任意（或通配符）。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
动态路由网关是什么？,"基于路由的网关可实施基于路由的 VPN。 基于路由的 VPN 使用 IP 转发或路由表中的""路由""将数据包引导到相应的隧道接口中。 然后，隧道接口会加密或解密出入隧道的数据包。 基于路由的 VPN 的策略或流量选择器配置为任意到任意（或通配符）。",https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
在何处查找 IPsec 和 IKE 参数？,对于 IPsec/IKE 参数，请参阅[参数](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices#ipsec)。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
在流量处于空闲状态时，为何我的基于策略的 VPN 隧道会关闭？,对于基于策略（也称为静态路由）的 VPN 网关来说，这是预期的行为。 当经过隧道的流量处于空闲状态 5 分钟以上时，将销毁该隧道。 当流量朝任一方向开始流动时，该隧道将立刻重新建立。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
基于策略的 VPN 隧道为什么会关闭,对于基于策略（也称为静态路由）的 VPN 网关来说，这是预期的行为。 当经过隧道的流量处于空闲状态 5 分钟以上时，将销毁该隧道。 当流量朝任一方向开始流动时，该隧道将立刻重新建立。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
基于策略的 VPN 隧道为什么会在流量处于空闲状态时关闭,对于基于策略（也称为静态路由）的 VPN 网关来说，这是预期的行为。 当经过隧道的流量处于空闲状态 5 分钟以上时，将销毁该隧道。 当流量朝任一方向开始流动时，该隧道将立刻重新建立。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
Azure VPN 网关支持冗余隧道吗？,将一个虚拟网络网关配置为主动-主动模式时，支持在一对虚拟网络之间设置冗余隧道。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
是否支持冗余隧道？,将一个虚拟网络网关配置为主动-主动模式时，支持在一对虚拟网络之间设置冗余隧道。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
Azure VNet 之间的流量收费吗？,当使用 VPN 网关连接时，同一区域中的 VNet 到 VNet 流量双向均免费。 跨区域 VNet 到 VNet 出口流量根据源区域的出站 VNet 间数据传输费率收费。 有关详细信息，请参阅 [VPN 网关定价页](https://www.azure.cn/pricing/details/vpn-gateway/)。 如果使用 VNet 对等互连而非 VPN 网关连接 VNet，请参阅[虚拟网络定价页](https://www.azure.cn/pricing/details/virtual-network/)。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
Azure 会对 VNet 之间的流量收费吗？,当使用 VPN 网关连接时，同一区域中的 VNet 到 VNet 流量双向均免费。 跨区域 VNet 到 VNet 出口流量根据源区域的出站 VNet 间数据传输费率收费。 有关详细信息，请参阅 [VPN 网关定价页](https://www.azure.cn/pricing/details/vpn-gateway/)。 如果使用 VNet 对等互连而非 VPN 网关连接 VNet，请参阅[虚拟网络定价页](https://www.azure.cn/pricing/details/virtual-network/)。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
如何选择 VPN 设备？,我们在与设备供应商合作的过程中验证了一系列的标准站点到站点 VPN 设备。 可在[关于 VPN 设备](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices)一文中找到已知兼容的 VPN 设备及其相应的配置说明/示例和设备规范的列表。 设备系列中列为已知兼容设备的所有设备都应适用于虚拟网络。 若要获取配置 VPN 设备的帮助，请参考对应于相应设备系列的设备配置示例或链接。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
选择 VPN 设备时应考虑什么？,我们在与设备供应商合作的过程中验证了一系列的标准站点到站点 VPN 设备。 可在[关于 VPN 设备](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices)一文中找到已知兼容的 VPN 设备及其相应的配置说明/示例和设备规范的列表。 设备系列中列为已知兼容设备的所有设备都应适用于虚拟网络。 若要获取配置 VPN 设备的帮助，请参考对应于相应设备系列的设备配置示例或链接。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
如何编辑 VPN 设备配置示例？,若要了解如何编辑设备配置示例，请参阅[编辑示例](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-devices#editing)。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
一个虚拟网络可以连接到多少个本地站点和虚拟网络？,请参阅[网关要求](https://docs.azure.cn/vpn-gateway/vpn-gateway-about-vpn-gateway-settings#requirements)表。,https://docs.azure.cn/vpn-gateway/vpn-gateway-vpn-faq,vpn-gateway,
为什么使用 BGP？,"BGP 是可用于 Azure 基于路由的 VPN 网关的可选功能。在启用此功能之前，你还应确保本地 VPN 设备支持 BGP。你可以继续使用不带 BGP 的 Azure VPN 网关和本地 VPN 设备。它等效于在你的网络与 Azure 之间使用静态路由（不带 BGP）与使用带 BGP 的动态路由。
使用 BGP 有几个优点和新功能：
  *支持自动和灵活的前缀更新
  *支持 VNet 与本地站点之间的多个隧道基于 BGP 自动进行故障转移
  *支持本地网络与多个 Azure VNet 之间的传输路由。
详细信息，请参考[使用 BGP 有几个优点和新功能](https://docs.azure.cn/vpn-gateway/vpn-gateway-bgp-overview#why-use-bgp)。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,bgp
使用 BGP 有什么好处呢？,"BGP 是可用于 Azure 基于路由的 VPN 网关的可选功能。在启用此功能之前，你还应确保本地 VPN 设备支持 BGP。你可以继续使用不带 BGP 的 Azure VPN 网关和本地 VPN 设备。它等效于在你的网络与 Azure 之间使用静态路由（不带 BGP）与使用带 BGP 的动态路由。
使用 BGP 有几个优点和新功能：
  *支持自动和灵活的前缀更新
  *支持 VNet 与本地站点之间的多个隧道基于 BGP 自动进行故障转移
  *支持本地网络与多个 Azure VNet 之间的传输路由。
详细信息，请参考[使用 BGP 有几个优点和新功能](https://docs.azure.cn/vpn-gateway/vpn-gateway-bgp-overview#why-use-bgp)。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,bgp
使用边界网关协议（BGP）有什么好处？,"BGP 是可用于 Azure 基于路由的 VPN 网关的可选功能。在启用此功能之前，你还应确保本地 VPN 设备支持 BGP。你可以继续使用不带 BGP 的 Azure VPN 网关和本地 VPN 设备。它等效于在你的网络与 Azure 之间使用静态路由（不带 BGP）与使用带 BGP 的动态路由。
使用 BGP 有几个优点和新功能：
  *支持自动和灵活的前缀更新
  *支持 VNet 与本地站点之间的多个隧道基于 BGP 自动进行故障转移
  *支持本地网络与多个 Azure VNet 之间的传输路由。
详细信息，请参考[使用 BGP 有几个优点和新功能](https://docs.azure.cn/vpn-gateway/vpn-gateway-bgp-overview#why-use-bgp)。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,bgp
边界网关协议（BGP）的优点有哪些？,"BGP 是可用于 Azure 基于路由的 VPN 网关的可选功能。在启用此功能之前，你还应确保本地 VPN 设备支持 BGP。你可以继续使用不带 BGP 的 Azure VPN 网关和本地 VPN 设备。它等效于在你的网络与 Azure 之间使用静态路由（不带 BGP）与使用带 BGP 的动态路由。
使用 BGP 有几个优点和新功能：
  *支持自动和灵活的前缀更新
  *支持 VNet 与本地站点之间的多个隧道基于 BGP 自动进行故障转移
  *支持本地网络与多个 Azure VNet 之间的传输路由。
详细信息，请参考[使用 BGP 有几个优点和新功能](https://docs.azure.cn/vpn-gateway/vpn-gateway-bgp-overview#why-use-bgp)。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,bgp
可以在 ExpressRoute 连接上使用自定义 IPsec/IKE 策略吗,"不可以在 ExpressRoute 连接上使用自定义 IPsec/IKE 策略。 只能通过 Azure VPN 网关在 S2S VPN 和 VNet 到 VNet 连接上使用 IPsec/IKE 策略。
若要了解在连接上配置自定义 IPsec/IKE 策略的分步说明，请参阅[配置 IPsec/IKE 策略](https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-ipsecikepolicy-rm-powershell)。
另请参阅[连接多个基于策略的 VPN 设备](https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-connect-multiple-policybased-rm-ps)，了解有关 UsePolicyBasedTrafficSelectors 选项的详细信息。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-about-compliance-crypto,vpn-gateway,
能否在 ExpressRoute 连接上使用自定义 IPsec/IKE 策略？,"不可以在 ExpressRoute 连接上使用自定义 IPsec/IKE 策略。 只能通过 Azure VPN 网关在 S2S VPN 和 VNet 到 VNet 连接上使用 IPsec/IKE 策略。
若要了解在连接上配置自定义 IPsec/IKE 策略的分步说明，请参阅[配置 IPsec/IKE 策略](https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-ipsecikepolicy-rm-powershell)。
另请参阅[连接多个基于策略的 VPN 设备](https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-connect-multiple-policybased-rm-ps)，了解有关 UsePolicyBasedTrafficSelectors 选项的详细信息。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-about-compliance-crypto,vpn-gateway,
Azure VPN 网关能否播发与虚拟网络前缀完全相同的前缀？,"Azure 平台会阻止播发与任一虚拟网络地址前缀相同的前缀或对其进行筛选。 但是，可播发属于虚拟网络内所拥有内容超集的前缀。 
如，如果虚拟网络可使用地址空间 10.0.0.0/16，则可以播发 10.0.0.0/8， 但不能播发 10.0.0.0/16 或 10.0.0.0/24。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
应为 BGP 对等会话添加到本地 VPN 设备什么内容？,"应在指向 IPsec S2S VPN 隧道的 VPN 设备上添加 Azure BGP 对等节点 IP 地址的主机路由。 例如，如果 Azure VPN 对等节点 IP 为""10.12.255.30""，则应在 VPN 设备上添加""10.12.255.30""的主机路由（包含匹配的 IPsec 隧道接口的下一跃点接口）。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
点到站点连接可以用于哪些客户端操作系统？,"点到站点连接支持以下客户端操作系统：
*   Windows 7（32 位和 64 位）
*   Windows Server 2008 R2（仅 64 位）
*   Windows 8（32 位和 64 位）
*   Windows 8.1（32 位和 64 位）
*   Windows Server 2012（仅 64 位）
*   Windows Server 2012 R2（仅 64 位）
*   Windows Server 2016（仅 64 位）
*   Windows 10
*   适用于 Mac 的 OSX 版本 10.11 (El Capitan)
*   适用于 Mac 的 macOS 版本 10.12 (Sierra)",https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
点到站点连接对客户端系统有要求吗？,"点到站点连接支持以下客户端操作系统：
*   Windows 7（32 位和 64 位）
*   Windows Server 2008 R2（仅 64 位）
*   Windows 8（32 位和 64 位）
*   Windows 8.1（32 位和 64 位）
*   Windows Server 2012（仅 64 位）
*   Windows Server 2012 R2（仅 64 位）
*   Windows Server 2016（仅 64 位）
*   Windows 10
*   适用于 Mac 的 OSX 版本 10.11 (El Capitan)
*   适用于 Mac 的 macOS 版本 10.12 (Sierra)",https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
Azure 保留的 ASN 有哪些？,"Azure 保留了以下 ASN 用于内部和外部的对等互连：
 *   公用 ASN：8075、8076、12076
 *   专用 ASN：65515、65517、65518、65519、65520
连接到 Azure VPN 网关时，不能为本地 VPN 设备指定这些 ASN。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
是否存在由 Azure 保留的 ASN？,"Azure 保留了以下 ASN 用于内部和外部的对等互连：
 *   公用 ASN：8075、8076、12076
 *   专用 ASN：65515、65517、65518、65519、65520
连接到 Azure VPN 网关时，不能为本地 VPN 设备指定这些 ASN。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
IKEv2 和 SSTP VPN 都支持 RADIUS 身份验证吗？,IKEv2 和 SSTP VPN 都支持 RADIUS 身份验证。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
RADIUS 身份验证是否同时适用于 IKEv2 和 SSTP VPN？,IKEv2 和 SSTP VPN 都支持 RADIUS 身份验证。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
可以将默认路由 (0.0.0.0/0) 播发给 Azure VPN 网关吗,"可以将默认路由 (0.0.0.0/0) 播发给 Azure VPN 网关。
请注意，这样会强制所有的 VNet 出口流量流向本地站点，并且会阻止 VNet VM 接受直接来自 Internet 的公共通信，例如从 Internet 发往 VM 的 RDP 或 SSH。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
能否将默认路由 (0.0.0.0/0) 播发给 Azure VPN 网关？,"可以将默认路由 (0.0.0.0/0) 播发给 Azure VPN 网关。
请注意，这样会强制所有的 VNet 出口流量流向本地站点，并且会阻止 VNet VM 接受直接来自 Internet 的公共通信，例如从 Internet 发往 VM 的 RDP 或 SSH。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
Azure VPN 网关是否有任何其他不能使用的 ASN （自治系统编号）？,"Azure VPN 网关有不能使用的 ASN （自治系统编号）。以下 ASN 是 [IANA 保留](http://www.iana.org/assignments/iana-as-numbers-special-registry/iana-as-numbers-special-registry.xhtml)的，不能在 Azure VPN 网关上配置：
  23456、64496-64511、65535-65551 和 429496729",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
可以在 Azure VPN 网关和本地网络之间建立多个 S2S VPN 隧道吗？,"可以在 Azure VPN 网关和本地网络之间建立多个 S2S VPN 隧道。 请注意，所有这些隧道都会计入 Azure VPN 网关的隧道总数，而且必须在两个隧道上启用 BGP。
例如，如果在 Azure VPN 网关与一个本地网络之间有两个冗余隧道，它们会占用 Azure VPN 网关的总配额（标准为 10 个，高性能为 30 个）中的 2 个隧道。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
在 Azure VPN 网关和我的本地网络之间能否有多个隧道？,"可以在 Azure VPN 网关和本地网络之间建立多个 S2S VPN 隧道。 请注意，所有这些隧道都会计入 Azure VPN 网关的隧道总数，而且必须在两个隧道上启用 BGP。
例如，如果在 Azure VPN 网关与一个本地网络之间有两个冗余隧道，它们会占用 Azure VPN 网关的总配额（标准为 10 个，高性能为 30 个）中的 2 个隧道。",https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
哪些网关 SKU 支持 P2S VPN？,"SKUP2S 连接聚合吞吐量基准RADIUS 身份验证IKEv2 P2S VPNVpnGw1128650 Mbps支持支持VpnGw21281Gbps支持支持VpnGw31281.25 Gbps支持支持基本128100 Mbps不支持不支持\
 *   聚合吞吐量基准基于对通过单个网关聚合的多个隧道的测量。 受 Internet 流量情况和应用程序行为影响，该吞吐量无法保证。
 *   可在""定价""页上找到定价信息 
 *   可在""SLA""页上查看 SLA（服务级别协议）信息。",https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
在一个Azure VPN连接上可以指定多少个策略？,一个给定的Azure  VPN连接只能指定一个策略组合。,https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-about-compliance-crypto,vpn-gateway,
是否可以将任何软件 VPN 客户端用于支持 SSTP 和/或 IKEv2 的点到站点配置？,不可以将任何软件 VPN 客户端用于支持 SSTP 和/或 IKEv2 的点到站点配置。 只能将 Windows 上的本机 VPN 客户端用于 SSTP，只能将 Mac 上的本机 VPN 客户端用于 IKEv2。 请参阅支持的客户端操作系统的列表。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
可以通过 ExpressRoute 连接来传送（从 Azure VPN 网关）流向本地 RADIUS 服务器的流量吗？,不可以通过 ExpressRoute 连接来传送（从 Azure VPN 网关）流向本地 RADIUS 服务器的流量。它只能通过站点到站点连接进行传送。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
是否可以通过 ExpressRoute 连接来传送（从 Azure VPN 网关）流向本地 RADIUS 服务器的流量？,不可以通过 ExpressRoute 连接来传送（从 Azure VPN 网关）流向本地 RADIUS 服务器的流量。它只能通过站点到站点连接进行传送。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
是否可以将点到站点客户端配置为同时连接到多个虚拟网络？,不可以将点到站点客户端配置为同时连接到多个虚拟网络。点到站点客户端只能连接到虚拟网络网关所在的 VNet 中的资源。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
点到站点客户端可以连接多个 Azure 虚拟网络吗？,不可以将点到站点客户端配置为同时连接到多个虚拟网络。点到站点客户端只能连接到虚拟网络网关所在的 VNet 中的资源。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
经典部署模型支持 RADIUS 身份验证吗,经典部署模型不支持 RADIUS 身份验证。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
经典部署模型是否支持 RADIUS 身份验证？,经典部署模型不支持 RADIUS 身份验证。,https://docs.azure.cn/zh-cn/vpn-gateway/point-to-site-about,vpn-gateway,
BGP 是否在所有 Azure VPN 网关 SKU 上受支持？,BGP 在 Azure 标准 VPN 网关和高性能 VPN 网关上受支持 。 基本 SKU。,https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
所有 Azure VPN 网关 SKU 上都支持 BGP 吗？,BGP 在 Azure 标准 VPN 网关和高性能 VPN 网关上受支持 。 基本 SKU。,https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
能否将 BGP 用于 Azure 基于策略的 VPN 网关？,不能将 BGP 用于 Azure 基于策略的 VPN 网关， 只有基于路由的 VPN 网关支持 BGP。,https://docs.azure.cn/zh-cn/vpn-gateway/vpn-gateway-bgp-overview,vpn-gateway,
